venue_id,venue_name,city,country,research_priority,candidate_source,item_name,item_priority,kind,confidence,catalog_id,why_for_visitor,notes
seoul-zoo,Seoul Grand Park Zoo,Seoul,South Korea,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
seoul-zoo,Seoul Grand Park Zoo,Seoul,South Korea,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
seoul-zoo,Seoul Grand Park Zoo,Seoul,South Korea,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
seoul-zoo,Seoul Grand Park Zoo,Seoul,South Korea,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
seoul-zoo,Seoul Grand Park Zoo,Seoul,South Korea,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
seoul-zoo,Seoul Grand Park Zoo,Seoul,South Korea,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
seoul-zoo,Seoul Grand Park Zoo,Seoul,South Korea,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
seoul-zoo,Seoul Grand Park Zoo,Seoul,South Korea,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
seoul-zoo,Seoul Grand Park Zoo,Seoul,South Korea,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
seoul-zoo,Seoul Grand Park Zoo,Seoul,South Korea,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
barcelona-zoo,Barcelona Zoo,Barcelona,Spain,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
madrid-zoo,Madrid Zoo Aquarium,Madrid,Spain,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
stockholm-skansen,Skansen,Stockholm,Sweden,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
zurich-zoo,Zurich Zoo,Zurich,Switzerland,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
taipei-zoo,Taipei Zoo,Taipei,Taiwan,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
bangkok-safari-world,Safari World Bangkok,Bangkok,Thailand,8,template:generic_safari,Elephant,1,animal,template,african-elephant,,
bangkok-safari-world,Safari World Bangkok,Bangkok,Thailand,8,template:generic_safari,Giraffe,1,animal,template,reticulated-giraffe,,
bangkok-safari-world,Safari World Bangkok,Bangkok,Thailand,8,template:generic_safari,Lion,1,animal,template,african-lion,,
bangkok-safari-world,Safari World Bangkok,Bangkok,Thailand,8,template:generic_safari,Tram / drive-through,1,experience,template,,Core safari format,
bangkok-safari-world,Safari World Bangkok,Bangkok,Thailand,8,template:generic_safari,Cheetah or fast cat,2,animal,template,cheetah,,
bangkok-safari-world,Safari World Bangkok,Bangkok,Thailand,8,template:generic_safari,Rhino (if present),2,animal,template,,,Confirm species/presence
bangkok-safari-world,Safari World Bangkok,Bangkok,Thailand,8,template:generic_safari,Zebra,2,animal,template,zebra,,
istanbul-aquarium,Istanbul Aquarium,Istanbul,Türkiye,8,template:generic_aquarium,Ray / touch pool if open,1,animal,template,stingray,Interactive,
istanbul-aquarium,Istanbul Aquarium,Istanbul,Türkiye,8,template:generic_aquarium,Shark,1,animal,template,shark,Hero tank,
istanbul-aquarium,Istanbul Aquarium,Istanbul,Türkiye,8,template:generic_aquarium,Tunnel / underwater walk,1,experience,template,,Signature aquarium moment,
istanbul-aquarium,Istanbul Aquarium,Istanbul,Türkiye,8,template:generic_aquarium,Jellyfish,2,animal,template,jellyfish,Mesmerizing for toddlers,
istanbul-aquarium,Istanbul Aquarium,Istanbul,Türkiye,8,template:generic_aquarium,Octopus,2,animal,template,octopus,Hide-and-seek fun,
istanbul-aquarium,Istanbul Aquarium,Istanbul,Türkiye,8,template:generic_aquarium,Penguin (if present),2,animal,template,african-penguin,Many aquariums have them,
istanbul-aquarium,Istanbul Aquarium,Istanbul,Türkiye,8,template:generic_aquarium,Sea turtle,2,animal,template,sea-turtle,Easy ID,
istanbul-aquarium,Istanbul Aquarium,Istanbul,Türkiye,8,template:generic_aquarium,Clownfish / reef,3,animal,template,clownfish,Color pop,
istanbul-aquarium,Istanbul Aquarium,Istanbul,Türkiye,8,template:generic_aquarium,Seahorse,3,animal,template,seahorse,Small find challenge,
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
al-ain-zoo,Al Ain Zoo,Al Ain,United Arab Emirates,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
dubai-aquarium,Dubai Aquarium & Underwater Zoo,Dubai,United Arab Emirates,8,template:generic_aquarium,Ray / touch pool if open,1,animal,template,stingray,Interactive,
dubai-aquarium,Dubai Aquarium & Underwater Zoo,Dubai,United Arab Emirates,8,template:generic_aquarium,Shark,1,animal,template,shark,Hero tank,
dubai-aquarium,Dubai Aquarium & Underwater Zoo,Dubai,United Arab Emirates,8,template:generic_aquarium,Tunnel / underwater walk,1,experience,template,,Signature aquarium moment,
dubai-aquarium,Dubai Aquarium & Underwater Zoo,Dubai,United Arab Emirates,8,template:generic_aquarium,Jellyfish,2,animal,template,jellyfish,Mesmerizing for toddlers,
dubai-aquarium,Dubai Aquarium & Underwater Zoo,Dubai,United Arab Emirates,8,template:generic_aquarium,Octopus,2,animal,template,octopus,Hide-and-seek fun,
dubai-aquarium,Dubai Aquarium & Underwater Zoo,Dubai,United Arab Emirates,8,template:generic_aquarium,Penguin (if present),2,animal,template,african-penguin,Many aquariums have them,
dubai-aquarium,Dubai Aquarium & Underwater Zoo,Dubai,United Arab Emirates,8,template:generic_aquarium,Sea turtle,2,animal,template,sea-turtle,Easy ID,
dubai-aquarium,Dubai Aquarium & Underwater Zoo,Dubai,United Arab Emirates,8,template:generic_aquarium,Clownfish / reef,3,animal,template,clownfish,Color pop,
dubai-aquarium,Dubai Aquarium & Underwater Zoo,Dubai,United Arab Emirates,8,template:generic_aquarium,Seahorse,3,animal,template,seahorse,Small find challenge,
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
albuquerque-biopark,ABQ BioPark Zoo,Albuquerque,United States,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
minnesota-zoo,Minnesota Zoo,Apple Valley,United States,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
north-carolina-zoo,North Carolina Zoo,Asheboro,United States,8,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Otter,3,animal,template,asian-small-clawed-otter,Active water play,
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Playground / splash if open,3,experience,template,,Energy burn between animals,
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Red panda,3,animal,template,red-panda,Cute climber; not giant panda,
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Zebra,3,animal,template,zebra,Pattern hunt,
austin-zoo,Austin Zoo,Austin,United States,5,template:generic_zoo,Tortoise,4,animal,template,galapagos-tortoise,"Slow, close views",
national-aquarium-baltimore,National Aquarium,Baltimore,United States,8,template:generic_aquarium,Ray / touch pool if open,1,animal,template,stingray,Interactive,
national-aquarium-baltimore,National Aquarium,Baltimore,United States,8,template:generic_aquarium,Shark,1,animal,template,shark,Hero tank,
national-aquarium-baltimore,National Aquarium,Baltimore,United States,8,template:generic_aquarium,Tunnel / underwater walk,1,experience,template,,Signature aquarium moment,
national-aquarium-baltimore,National Aquarium,Baltimore,United States,8,template:generic_aquarium,Jellyfish,2,animal,template,jellyfish,Mesmerizing for toddlers,
national-aquarium-baltimore,National Aquarium,Baltimore,United States,8,template:generic_aquarium,Octopus,2,animal,template,octopus,Hide-and-seek fun,
national-aquarium-baltimore,National Aquarium,Baltimore,United States,8,template:generic_aquarium,Penguin (if present),2,animal,template,african-penguin,Many aquariums have them,
national-aquarium-baltimore,National Aquarium,Baltimore,United States,8,template:generic_aquarium,Sea turtle,2,animal,template,sea-turtle,Easy ID,
national-aquarium-baltimore,National Aquarium,Baltimore,United States,8,template:generic_aquarium,Clownfish / reef,3,animal,template,clownfish,Color pop,
national-aquarium-baltimore,National Aquarium,Baltimore,United States,8,template:generic_aquarium,Seahorse,3,animal,template,seahorse,Small find challenge,
museum-of-science-boston,Museum of Science,Boston,United States,8,template:generic_science,Dinosaur / fossil hall,1,exhibit,template,sci-dinosaur,,
museum-of-science-boston,Museum of Science,Boston,United States,8,template:generic_science,Hands-on lab / makerspace,1,exhibit,template,sci-hands-on,,
museum-of-science-boston,Museum of Science,Boston,United States,8,template:generic_science,Live animal / aquarium corner,2,exhibit,template,sci-aquarium-zone,,
museum-of-science-boston,Museum of Science,Boston,United States,8,template:generic_science,Outdoor play,2,zone,template,cm-outdoor,,
museum-of-science-boston,Museum of Science,Boston,United States,8,template:generic_science,Planet / space area,2,exhibit,template,sci-planet,,
museum-of-science-boston,Museum of Science,Boston,United States,8,template:generic_science,Toddler soft space,2,zone,template,cm-toddler-garden,,
new-england-aquarium,New England Aquarium,Boston,United States,5,template:generic_aquarium,Ray / touch pool if open,1,animal,template,stingray,Interactive,
new-england-aquarium,New England Aquarium,Boston,United States,5,template:generic_aquarium,Shark,1,animal,template,shark,Hero tank,
new-england-aquarium,New England Aquarium,Boston,United States,5,template:generic_aquarium,Tunnel / underwater walk,1,experience,template,,Signature aquarium moment,
new-england-aquarium,New England Aquarium,Boston,United States,5,template:generic_aquarium,Jellyfish,2,animal,template,jellyfish,Mesmerizing for toddlers,
new-england-aquarium,New England Aquarium,Boston,United States,5,template:generic_aquarium,Octopus,2,animal,template,octopus,Hide-and-seek fun,
new-england-aquarium,New England Aquarium,Boston,United States,5,template:generic_aquarium,Penguin (if present),2,animal,template,african-penguin,Many aquariums have them,
new-england-aquarium,New England Aquarium,Boston,United States,5,template:generic_aquarium,Sea turtle,2,animal,template,sea-turtle,Easy ID,
new-england-aquarium,New England Aquarium,Boston,United States,5,template:generic_aquarium,Clownfish / reef,3,animal,template,clownfish,Color pop,
new-england-aquarium,New England Aquarium,Boston,United States,5,template:generic_aquarium,Seahorse,3,animal,template,seahorse,Small find challenge,
discovery-place,Discovery Place Science,Charlotte,United States,8,template:generic_science,Dinosaur / fossil hall,1,exhibit,template,sci-dinosaur,,
discovery-place,Discovery Place Science,Charlotte,United States,8,template:generic_science,Hands-on lab / makerspace,1,exhibit,template,sci-hands-on,,
discovery-place,Discovery Place Science,Charlotte,United States,8,template:generic_science,Live animal / aquarium corner,2,exhibit,template,sci-aquarium-zone,,
discovery-place,Discovery Place Science,Charlotte,United States,8,template:generic_science,Outdoor play,2,zone,template,cm-outdoor,,
discovery-place,Discovery Place Science,Charlotte,United States,8,template:generic_science,Planet / space area,2,exhibit,template,sci-planet,,
discovery-place,Discovery Place Science,Charlotte,United States,8,template:generic_science,Toddler soft space,2,zone,template,cm-toddler-garden,,
field-museum,Field Museum,Chicago,United States,5,template:generic_science,Dinosaur / fossil hall,1,exhibit,template,sci-dinosaur,,
field-museum,Field Museum,Chicago,United States,5,template:generic_science,Hands-on lab / makerspace,1,exhibit,template,sci-hands-on,,
field-museum,Field Museum,Chicago,United States,5,template:generic_science,Live animal / aquarium corner,2,exhibit,template,sci-aquarium-zone,,
field-museum,Field Museum,Chicago,United States,5,template:generic_science,Outdoor play,2,zone,template,cm-outdoor,,
field-museum,Field Museum,Chicago,United States,5,template:generic_science,Planet / space area,2,exhibit,template,sci-planet,,
field-museum,Field Museum,Chicago,United States,5,template:generic_science,Toddler soft space,2,zone,template,cm-toddler-garden,,
lincoln-park-zoo,Lincoln Park Zoo,Chicago,United States,8,template:generic_zoo,Elephant,1,animal,template,african-elephant,"Large, memorable; confirm African vs Asian",
lincoln-park-zoo,Lincoln Park Zoo,Chicago,United States,8,template:generic_zoo,Giraffe,1,animal,template,reticulated-giraffe,"Tall, easy for kids to spot",
lincoln-park-zoo,Lincoln Park Zoo,Chicago,United States,8,template:generic_zoo,Lion,1,animal,template,african-lion,Iconic big cat; often near savanna,
lincoln-park-zoo,Lincoln Park Zoo,Chicago,United States,8,template:generic_zoo,Children's zoo / farm,2,zone,template,,Rest + little kids reset,
lincoln-park-zoo,Lincoln Park Zoo,Chicago,United States,8,template:generic_zoo,Gorilla or large ape,2,animal,template,western-lowland-gorilla,Primate house highlight,
lincoln-park-zoo,Lincoln Park Zoo,Chicago,United States,8,template:generic_zoo,Penguin,2,animal,template,african-penguin,"Active, kid magnet",
lincoln-park-zoo,Lincoln Park Zoo,Chicago,United States,8,template:generic_zoo,Tiger,2,animal,template,sumatran-tiger,Stripes; popular photo stop,
